text,sentiment,sentiment_score,theme,theme_score,length
He'll call a truce if I give him half my iron.,uncertain,0.2763,Family,0.7998,11
Is that right?,neutral,0.4618,Family,0.7397,3
"Well, he's a greedy bastard, isn't he?",uncertain,0.2442,Family,0.6085,7
"But all the same, you might as well let him have his iron.",uncertain,0.3934,Family,0.8855,13
"Listen, the boars are gathering for battle.",uncertain,0.3784,Trauma,0.0273,7
You know what that means.,neutral,0.7076,Resilience,0.5636,5
You made a promise.,uncertain,0.4272,Family,0.8283,4
"Get me the head of the Forest Spirit, then we can come back and destroy Lord Asano together.",very positive,0.6707,Trauma,0.2787,18
"Watch out, milady!",very positive,0.5943,Trauma,0.561,3
There's a horseman coming!,uncertain,0.4222,Personal Growth,0.1245,4
Get in!,very positive,0.5043,Personal Growth,0.8879,2
"Well, speak of the devil, a messenger from Lord Asano.",uncertain,0.3708,Trauma,0.0482,10
We have guests.,neutral,0.4915,Resilience,0.4629,3
"Mind your manners, ladies.",very positive,0.4648,Family,0.7001,4
"Yes, ma'am.",neutral,0.5371,Family,0.8839,2
"Welcome back, milady!",very positive,0.683,Friendship,0.7794,3
Whoa!,very positive,0.5642,Family,0.7385,1
Wait!,uncertain,0.368,Family,0.5416,1
Won't you even talk to the man?,uncertain,0.4273,Trauma,0.7564,7
"Lady Eboshi, mistress of Irontown!",very positive,0.6381,Family,0.808,5
I bring a message to you from my Lord Asano.,uncertain,0.4401,Resilience,0.6692,10
You have fought valiantly and well.,very positive,0.4887,Resilience,0.9248,6
"Now, open your gates that we may speak with you.",uncertain,0.3237,Empathy,0.7689,10
Hmph!,very positive,0.5463,Family,0.5253,1
We can hear you just fine from down there.,uncertain,0.3703,Family,0.9247,9
"Milady took this mountain away from the gods, the boars and beasts!",very positive,0.6664,Resilience,0.7441,12
"And now that it's worth something, you want it!",uncertain,0.3795,Family,0.6561,9
"Well, you won't get it!",uncertain,0.2681,Family,0.6638,5
You ladies need to be taught some respect!,uncertain,0.3896,Trauma,0.2485,8
Respect?,uncertain,0.4228,Family,0.2691,1
What's that?,uncertain,0.3998,Family,0.166,2
We haven't had any respect since the day we were born!,very negative,0.5224,Trauma,0.7092,11
You want some of our iron?,uncertain,0.2951,Family,0.266,6
Here ya go!,very positive,0.5761,Family,0.7189,3
They are really something.,uncertain,0.4011,Family,0.8153,4
They'll fight forest gods or samurai.,uncertain,0.3619,Resilience,0.121,6
It doesn't matter to them.,uncertain,0.3509,Family,0.7189,5
"They're an amazing bunch, your girls.",very positive,0.6688,Family,0.9755,6
They were wasted in the brothels.,uncertain,0.4056,Trauma,0.155,6
Impressive for a piece of paper.,uncertain,0.3875,Resilience,0.5354,6
"Well, you know, it's gotten me all the best hunters and trappers around.",uncertain,0.4277,Personal Growth,0.781,13
"Remember, my dear lady, we're after a god, not just a beast.",very positive,0.7248,Identity,0.4309,12
"Yes, milady, what is it?",very positive,0.4937,Family,0.4921,5
Do you have any idea who this paper has come from?,uncertain,0.3393,Identity,0.6649,11
From the emperor himself.,uncertain,0.3028,Personal Growth,0.7302,4
The emperor?,uncertain,0.2689,Identity,0.0438,2
Who's he?,uncertain,0.3883,Identity,0.8135,2
The Mikado.,uncertain,0.3116,Resilience,0.0058,2
The Mikado?,uncertain,0.3917,Resilience,0.0039,2
"Okay, you got me there.",neutral,0.5317,Family,0.726,5
Thank you.,positive,0.5047,Family,0.8872,2
"Yes, milady.",very positive,0.4857,Family,0.8924,2
"Every day that we cut trees and dig for iron, the forest and its creatures grow weaker.",negative,0.5837,Trauma,0.4514,17
"My way, there is no loss of life, Jigo.",uncertain,0.2795,Resilience,0.81,9
"Listen, you owe me and I've come to collect.",uncertain,0.408,Identity,0.5189,9
"When you needed riflemen, I sent them, and without them, you lose Irontown.",uncertain,0.3507,Trauma,0.2396,13
I'm sorry.,uncertain,0.3758,Grief,0.7358,2
Did that sound like a threat?,very negative,0.4965,Identity,0.0787,6
Don't tell me the emperor believes...,uncertain,0.4471,Trauma,0.3406,6
that wives' tale about the Great Spirit's head granting immortality.,very positive,0.5722,Family,0.0966,10
I'm sure I don't know what the emperor believes.,uncertain,0.3865,Identity,0.3457,9
I'm just a humble monk.,uncertain,0.3721,Personal Growth,0.9729,5
I'm just trying to get by.,uncertain,0.4341,Resilience,0.4542,6
I keep my promises.,neutral,0.5228,Family,0.8098,4
We have fought the boars before.,uncertain,0.39,Resilience,0.0786,6
They're easier to kill than Moro and her cubs.,uncertain,0.3655,Trauma,0.2716,9
"So you can call out that shady bunch you've got hidden under the cliff, Jigo.",uncertain,0.3994,Identity,0.6531,15
So I've been found out.,neutral,0.4892,Identity,0.8187,5
"Just one more thing, milady.",very negative,0.5024,Resilience,0.4248,5
"Did a stranger come through here, by any chance?",uncertain,0.3454,Resilience,0.6057,9
He's a young man riding a great big red elk.,uncertain,0.4446,Personal Growth,0.8267,10
Came and went.,uncertain,0.3408,Family,0.5409,3
"A bad-looking bunch, if you ask me.",very negative,0.4941,Family,0.8778,7
Those men are no ordinary hunters.,very negative,0.4733,Resilience,0.4815,6
They're killers.,very negative,0.5382,Identity,0.1377,2
Killers?,uncertain,0.4204,Identity,0.0053,1
"Milady, at least let some of us go with you.",uncertain,0.3462,Family,0.9466,10
"Yes, you can't trust these men.",very negative,0.4627,Identity,0.5212,6
They're strangers.,uncertain,0.3244,Loneliness,0.7948,2
What if it goes wrong and we're stuck here?,uncertain,0.3737,Family,0.6041,9
We can't help you.,very negative,0.6286,Trauma,0.6413,4
You said yourself we're better shots than the men are.,uncertain,0.3346,Personal Growth,0.9153,10
That's precisely why I want you all here in Irontown.,uncertain,0.307,Family,0.7461,10
I can deal with forest gods.,uncertain,0.3996,Resilience,0.7119,6
It's humans I'm worried about.,uncertain,0.3333,Personal Growth,0.4485,5
"Once the Forest Spirit is dead, we don't know what will happen.",uncertain,0.3339,Trauma,0.4329,12
Will Jigo be satisfied with the creature's head or will he be after my ironworks as well?,neutral,0.4587,Personal Growth,0.7897,17
Jigo's riflemen may turn on us.,uncertain,0.4368,Trauma,0.6812,6
"If that happens, I'll need every one of you here to fight them.",neutral,0.4877,Family,0.8352,13
"Remember, you can't trust men.",uncertain,0.3411,Identity,0.1919,5
Don't worry about her ladyship.,uncertain,0.4178,Resilience,0.3348,5
"I'll be right at her side, protecting her.",uncertain,0.3517,Family,0.966,8
That's what we're afraid of.,uncertain,0.3554,Trauma,0.5437,5
What?,uncertain,0.396,Family,0.3908,1
"Even if you were a woman, you'd still be an idiot!",uncertain,0.3469,Family,0.6567,11
Do you suffer?,uncertain,0.447,Trauma,0.301,3
"You know, you could always jump, boy.",uncertain,0.4383,Personal Growth,0.8252,7
End it all.,uncertain,0.3283,Family,0.6005,3
"As soon as your strength returns, the mark will spread and destroy you.",uncertain,0.4176,Trauma,0.8346,13
It feels like I must've been asleep for weeks.,negative,0.479,Trauma,0.6645,9
"I had a dream that San was by my side, nursing me.",very positive,0.6514,Family,0.9882,12
I was hoping you'd cry out in your sleep.,uncertain,0.2655,Family,0.7685,9
Then I would have bitten your head off to silence you.,uncertain,0.3284,Trauma,0.7167,11
It's a beautiful forest.,uncertain,0.3492,Resilience,0.0795,4
Are Okkoto and the boars on the move yet?,neutral,0.4915,Resilience,0.2796,9
"Yes, the boars are marching.",uncertain,0.3393,Trauma,0.163,5
"The trees cry out as they die, but you cannot hear them.",uncertain,0.3329,Trauma,0.7564,12
"I listen to the forest's pain and feel the ache of the bullet in my chest, and I dream of the day when I will finally crunch that gun woman's head in my jaws.",uncertain,0.4034,Trauma,0.9269,34
"Moro, why can't the humans and the forest live together?",uncertain,0.2743,Empathy,0.1909,10
Why can't we stop this fighting now?,uncertain,0.3799,Family,0.4068,7
The humans are gathering for the final battle.,uncertain,0.337,Resilience,0.0446,8
The flames of their guns will burn us all.,uncertain,0.4103,Trauma,0.2556,9
And what happens to San?,uncertain,0.3299,Trauma,0.4534,5
"What's your plan, to let her die with you?",neutral,0.5064,Family,0.8563,9
Typical.,neutral,0.7366,Family,0.8291,1
Selfish.,very positive,0.5996,Trauma,0.0732,1
You think like a human.,uncertain,0.2886,Empathy,0.7742,5
San is my daughter.,very positive,0.5578,Family,0.9958,4
She is of the wolf tribe.,uncertain,0.2661,Identity,0.9458,6
"When the forest dies, so does she.",neutral,0.5183,Trauma,0.853,7
You must set her free!,very positive,0.6716,Personal Growth,0.7056,5
She's not a wolf!,uncertain,0.4132,Identity,0.9368,4
She's human!,very positive,0.6045,Personal Growth,0.9716,2
"Silence, boy.",very negative,0.5885,Family,0.806,2
How dare you speak to a god like that?,very positive,0.4926,Trauma,0.3563,9
I caught her human parents defiling my forest.,uncertain,0.2238,Family,0.8653,8
They threw their baby at my feet as they ran away.,uncertain,0.4137,Family,0.8947,11
"Instead of eating her, I raised her as my own.",uncertain,0.4489,Family,0.9367,10
"Now, my poor, ugly, beautiful daughter is neither human nor wolf.",neutral,0.5462,Family,0.9107,11
How could you help her?,uncertain,0.3452,Family,0.6401,5
"I don't know, but at least we might find a way to live.",uncertain,0.4305,Family,0.5645,13
How?,uncertain,0.3953,Family,0.3719,1
Will you join forces with San and fight the humans?,uncertain,0.2962,Resilience,0.2768,10
No.,very negative,0.4577,Family,0.8406,1
All that would do is cause more hatred.,uncertain,0.3796,Trauma,0.4679,8
"There is nothing you can do, boy.",uncertain,0.3525,Trauma,0.727,7
Soon the demon mark will spread and kill you.,uncertain,0.4278,Trauma,0.4741,9
Leave this place at sunrise.,uncertain,0.4201,Personal Growth,0.6251,5
Return and I shall kill you.,very positive,0.4941,Family,0.4364,6
You're feeling all right?,uncertain,0.422,Family,0.7678,4
"I'm fine, thanks to you and the Forest Spirit.",uncertain,0.4026,Resilience,0.8959,9
"Yakul, sorry if I worried you.",uncertain,0.2482,Personal Growth,0.3974,6
I guess my legs are still pretty weak?,uncertain,0.3386,Trauma,0.7078,8
It's so quiet.,very positive,0.4545,Family,0.8598,3
I wonder where the little kodama went.,uncertain,0.2911,Personal Growth,0.3305,7
I can smell the ironworks.,uncertain,0.3157,Resilience,0.0069,5
Thanks for showing us the way!,positive,0.4623,Family,0.7555,6
I have another favour to ask!,uncertain,0.2744,Family,0.3733,6
Will you please give this to San for me?,uncertain,0.232,Empathy,0.8811,9
Let's go.,uncertain,0.4351,Family,0.8754,2
"It stinks, and it burns my eyes.",very negative,0.4771,Trauma,0.5912,7
That's what they want.,neutral,0.5125,Family,0.8448,4
They're trying to kill our sense of smell.,uncertain,0.3689,Family,0.2939,8
It's that damn woman again.,very positive,0.5221,Trauma,0.9136,5
She knows we're out here.,uncertain,0.3143,Family,0.8541,5
It's a trap and a stupid one.,uncertain,0.3379,Trauma,0.8274,7
What?,uncertain,0.396,Family,0.3908,1
They're trying to lure the boars out of the forest.,negative,0.4825,Trauma,0.1443,10
The humans are planning something.,uncertain,0.4495,Personal Growth,0.7103,5
Then we have to find Okkoto while there's still time to stop him or they'll be killed!,uncertain,0.3919,Trauma,0.3248,17
Okkoto is too stubborn.,negative,0.6643,Family,0.2717,4
He won't listen.,very negative,0.6492,Family,0.8399,3
None of them will.,very negative,0.5342,Family,0.88,4
They may even know it's a trap.,uncertain,0.2905,Family,0.775,7
The boars are a proud race.,positive,0.4684,Identity,0.0824,6
The last one left alive will still be charging blindly forward.,uncertain,0.2257,Trauma,0.4577,11
Why chop the trees down?,very negative,0.4527,Trauma,0.3492,5
"To make them angry, which makes them stupid.",very negative,0.4723,Family,0.4166,8
"Mother, I have to go.",very positive,0.6751,Family,0.992,5
Okkoto's blind.,very negative,0.5697,Loneliness,0.8361,2
I must be his eyes.,uncertain,0.3812,Identity,0.9683,5
You understand?,neutral,0.4624,Family,0.7922,2
Do as you must.,neutral,0.5484,Family,0.7125,4
You know that boy wanted to share his life with you.,uncertain,0.4237,Empathy,0.8884,11
I hate him!,uncertain,0.3769,Trauma,0.6582,3
I hate all humans!,very positive,0.4548,Grief,0.1298,4
From Ashitaka for me?,uncertain,0.3898,Personal Growth,0.191,4
Pretty.,uncertain,0.3798,Family,0.9005,1
"You two, stay with San.",uncertain,0.3159,Family,0.9879,5
I must go to the Forest Spirit.,very positive,0.4824,Personal Growth,0.0194,7
Let's go.,uncertain,0.4351,Family,0.8754,2
The Moro tribe has come to fight with you.,positive,0.4836,Trauma,0.2714,9
Where can I find Lord Okkoto?,uncertain,0.4314,Personal Growth,0.0785,6
Thank you.,positive,0.5047,Family,0.8872,2
It's coming from Irontown.,uncertain,0.315,Resilience,0.2546,4
Let's go!,very positive,0.4721,Personal Growth,0.855,2
Who goes there?,uncertain,0.3857,Personal Growth,0.2771,3
Samurai again.,very positive,0.502,Personal Growth,0.1573,2
"Halt, I said!",uncertain,0.3617,Family,0.6912,3
Out of the way!,uncertain,0.4213,Family,0.7813,4
What the devil was that thing?,uncertain,0.3705,Trauma,0.2,6
Don't waste your arrows.,uncertain,0.4079,Family,0.7142,4
He's knocking them away.,uncertain,0.4447,Family,0.5461,4
He's a dead man anyway.,very negative,0.6627,Trauma,0.684,5
Cease fire!,very positive,0.5125,Family,0.2746,2
"Toki, come and look.",very positive,0.5254,Family,0.8717,4
It can't be.,uncertain,0.4149,Family,0.8275,3
It's Ashitaka.,uncertain,0.4341,Family,0.0072,2
So it's not a ghost.,uncertain,0.3597,Resilience,0.4606,5
Ashitaka!,very positive,0.6582,Personal Growth,0.6313,1
Toki!,very positive,0.5689,Personal Growth,0.4296,1
Are you all right?,uncertain,0.3641,Family,0.4713,4
We're all right.,uncertain,0.4098,Family,0.9468,3
Lord Asano's samurai thought they'd try and ambush us while our men were away.,uncertain,0.2441,Trauma,0.3447,14
Thought we'd just roll over.,uncertain,0.34,Family,0.8174,5
But we showed them!,uncertain,0.3442,Family,0.7905,4
Where's Lady Eboshi?,very negative,0.4523,Family,0.5251,3
She took every able-bodied man and went to kill the Forest Spirit.,very positive,0.4718,Trauma,0.8616,12
We're cut off here.,uncertain,0.4009,Loneliness,0.9589,4
Can't get a message to Lady Eboshi.,uncertain,0.4125,Family,0.7989,7
The Forest Spirit.,very positive,0.6433,Resilience,0.0065,3
That explains the explosions.,uncertain,0.4422,Family,0.0453,4
"Hey, sir, I've still got your bow and arrows!",very positive,0.6098,Resilience,0.7533,9
Aren't you gonna tell him you've got his cloak and saddle too?,uncertain,0.2782,Personal Growth,0.8885,12
I do?,uncertain,0.4219,Identity,0.8283,2
You're useless.,very negative,0.6547,Loneliness,0.7352,2
"Many thanks, Kohroku!",likely_emotive,0.469,Personal Growth,0.7337,3
I'll try and bring you some help!,uncertain,0.4171,Resilience,0.6094,7
Can you hold out?,uncertain,0.4194,Family,0.781,4
Don't worry!,very negative,0.6214,Resilience,0.8154,2
We can always pour hot iron on them.,uncertain,0.2777,Family,0.6511,8
Bring back Lady Eboshi!,very positive,0.7031,Family,0.2819,4
And don't take too long!,uncertain,0.3234,Family,0.7857,5
I missed.,uncertain,0.4073,Family,0.6446,2
They're bringing boats across the river!,uncertain,0.43,Resilience,0.5873,6
Go and get Lady Eboshi.,very positive,0.4651,Family,0.9058,5
We'll hold them off as long as we can!,uncertain,0.2271,Family,0.9325,9
I'll be back!,very positive,0.6213,Resilience,0.8763,3
I promise!,uncertain,0.3563,Family,0.8246,2
Be careful!,very positive,0.5058,Family,0.6944,2
Get him!,very positive,0.4913,Personal Growth,0.7588,2
Stop that man!,uncertain,0.389,Trauma,0.784,3
Looks like they'll try to cut us off.,negative,0.4559,Family,0.6741,8
"Run, Yakul.",uncertain,0.3697,Personal Growth,0.7835,2
Burning animal flesh.,very negative,0.5488,Trauma,0.4038,3
Yakul!,very positive,0.6529,Personal Growth,0.6246,1
Stay back!,very positive,0.616,Family,0.8949,2
Show me your wound.,very positive,0.5021,Trauma,0.9084,4
You'll have to stay here.,uncertain,0.3798,Family,0.9243,5
Wait for me.,neutral,0.454,Family,0.8592,3
I'll come back for you.,uncertain,0.4363,Resilience,0.8438,5
"I said, stay!",uncertain,0.3225,Family,0.8637,3
"We're almost there, my friend.",very positive,0.5301,Friendship,0.962,5
Who goes there?,uncertain,0.3857,Personal Growth,0.2771,3
My orders are no outsiders permitted here.,very negative,0.5341,Resilience,0.568,7
"All right, but I've just come from Irontown.",uncertain,0.4085,Trauma,0.4081,8
I have a message for Lady Eboshi.,uncertain,0.3616,Empathy,0.7332,7
Tell me where she is.,neutral,0.6542,Family,0.7695,5
The Eboshi woman's not here.,negative,0.497,Family,0.9581,5
Give me the message.,uncertain,0.3715,Family,0.501,4
I'll make sure she gets it.,neutral,0.4764,Family,0.9101,6
I must speak with her.,uncertain,0.3635,Family,0.7844,5
Now where is she?,uncertain,0.41,Personal Growth,0.6398,4
It's really you?,uncertain,0.2999,Identity,0.8838,3
"You're still alive, lad?",uncertain,0.397,Resilience,0.7813,4
It looks like you men had a worse time than I did.,uncertain,0.4068,Family,0.8167,12
We've been burying our friends all day.,uncertain,0.242,Grief,0.9324,7
It was horrible.,very negative,0.6848,Trauma,0.7934,3
Irontown has come under attack.,uncertain,0.4342,Trauma,0.6505,5
What?,uncertain,0.396,Family,0.3908,1
The women and the lepers have fallen back to the inner wall.,uncertain,0.4484,Trauma,0.8697,12
We haven't got a lot of time.,uncertain,0.4211,Family,0.7174,7
Those samurai bastards.,very negative,0.5261,Trauma,0.2358,3
Asano must've just been waiting for us to leave Irontown.,uncertain,0.3286,Family,0.6427,10
Now I must find Lady Eboshi.,uncertain,0.2882,Family,0.8373,6
She's off hunting down the Forest Spirit.,uncertain,0.4101,Personal Growth,0.053,7
Then someone's got to stop her.,uncertain,0.3374,Family,0.5579,6
Call her back.,uncertain,0.4465,Family,0.9374,3
"If you're all done, I want you out of here.",neutral,0.4882,Family,0.7717,10
"The rest of you, keep digging!",uncertain,0.3387,Personal Growth,0.7402,6
Wait!,uncertain,0.368,Family,0.5416,1
What about Irontown?,uncertain,0.4144,Resilience,0.125,3
That's right!,uncertain,0.3399,Family,0.8305,2
It's our home!,very positive,0.5897,Family,0.9749,3
"What do they expect us to do, abandon Irontown?",uncertain,0.3966,Trauma,0.5133,9
You heard the boy!,very positive,0.5189,Family,0.8537,4
We haven't a moment to lose.,uncertain,0.432,Family,0.8448,6
Send a message to Lady Eboshi!,very positive,0.4689,Friendship,0.8097,6
No messenger would have a chance of finding her!,uncertain,0.3449,Identity,0.72,9
Then send out a hunter!,uncertain,0.409,Personal Growth,0.071,5
What else are they good for?,uncertain,0.4043,Family,0.1146,6
Lady Eboshi is just being used by Jigo.,uncertain,0.4417,Family,0.3618,8
"When you fought with the boars, were there any wolves with them?",uncertain,0.3841,Trauma,0.6045,12
"Did you see San, the Wolf Girl?",uncertain,0.2376,Trauma,0.2404,7
I have no idea.,very negative,0.5862,Personal Growth,0.4081,4
It was pitch black when the animals came at us.,very negative,0.4628,Trauma,0.7735,10
She was there.,neutral,0.6019,Family,0.9695,3
I saw her.,uncertain,0.4056,Family,0.8384,3
I was right in the front line.,uncertain,0.3611,Trauma,0.5451,7
"I saw everything, everything.",very positive,0.5547,Family,0.6222,4
What happened?,very negative,0.489,Family,0.3208,2
I'm not sure!,uncertain,0.3542,Personal Growth,0.6129,3
Everything started happening so fast.,very positive,0.6246,Family,0.7837,5
It was like a nightmare.,very negative,0.8327,Trauma,0.9037,5
Jigo's troops put us in front as bait to lure the boars in.,uncertain,0.3585,Resilience,0.4121,13
They didn't tell us about the land mines under our feet...,uncertain,0.362,Trauma,0.8147,11
or the grenades coming in on top of us.,uncertain,0.3535,Trauma,0.8529,9
Where's San?,uncertain,0.3591,Family,0.7988,2
Take it easy.,uncertain,0.4375,Family,0.8762,3
I'm trying to get you out.,uncertain,0.436,Personal Growth,0.658,6
There's a wolf over here!,uncertain,0.3096,Trauma,0.8201,5
Hey!,uncertain,0.3457,Family,0.7355,1
Hurry!,uncertain,0.4101,Family,0.7446,1
Young master!,very positive,0.7063,Personal Growth,0.9111,2
What do you think you're doing?,neutral,0.5652,Family,0.326,6
I have got to find Lady Eboshi.,uncertain,0.3429,Family,0.6718,7
This wolf's gonna help me find her.,positive,0.4933,Resilience,0.7644,7
"You're on their side, aren't you, boy?",uncertain,0.3511,Family,0.8919,7
Stand aside!,uncertain,0.4478,Trauma,0.4602,2
What's more important?,uncertain,0.4433,Family,0.5309,3
The head of the Forest Spirit or saving your town?,very positive,0.507,Identity,0.018,10
Those darts are poison.,very negative,0.6543,Trauma,0.663,4
That's enough now!,uncertain,0.354,Family,0.7177,3
I'm not gonna slave any longer!,uncertain,0.2561,Personal Growth,0.7613,6
Heave.,very positive,0.5779,Family,0.7739,1
Look out!,uncertain,0.3944,Family,0.6713,2
"After you've come through the swamp, take cover by the lake until we get there.",uncertain,0.2942,Resilience,0.5379,15
Be careful.,uncertain,0.36,Family,0.7755,2
Those riflemen with milady belong to Jigo.,very positive,0.4623,Family,0.9871,7
Here.,uncertain,0.4147,Family,0.8075,1
Take these.,uncertain,0.3778,Family,0.671,2
"Where I'm going, they won't be of any use.",uncertain,0.406,Identity,0.5001,9
"You go with them, Yakul.",uncertain,0.4102,Family,0.9088,5
Look after him!,very positive,0.5068,Family,0.8945,3
Find San!,very positive,0.5535,Family,0.8893,2
That's where we'll find Eboshi!,uncertain,0.4261,Personal Growth,0.0271,5
Come on.,uncertain,0.4016,Family,0.8255,2
Keep moving.,uncertain,0.3846,Personal Growth,0.9417,2
Straight ahead.,uncertain,0.3293,Family,0.7523,2
Today we finish this.,uncertain,0.3466,Family,0.7562,4
Sir.,very positive,0.4849,Resilience,0.7463,1
Yes?,uncertain,0.4134,Family,0.849,1
Have you spotted them?,uncertain,0.423,Family,0.5768,4
Okkoto's badly wounded.,very negative,0.5419,Trauma,0.9869,3
He and the Wolf Girl are making their way to the realm of the Forest Spirit.,very positive,0.4541,Resilience,0.5295,16
"So they're going to beg him for his help, are they?",uncertain,0.2703,Family,0.832,11
"Keep after them, but stay out of sight or you'll scare the Forest Spirit away.",uncertain,0.3882,Family,0.4398,15
"Yes, sir.",uncertain,0.383,Family,0.8721,2
I understand.,neutral,0.5531,Empathy,0.8502,2
"That was boar's blood painted on his face, wasn't it?",uncertain,0.4125,Trauma,0.8755,10
A little trade secret.,uncertain,0.4263,Resilience,0.07,4
Don't want to smell human.,uncertain,0.4309,Personal Growth,0.4504,5
We're almost at the pool of the Forest Spirit.,very positive,0.4818,Personal Growth,0.0111,9
What was that?,uncertain,0.3154,Family,0.1964,3
"Lord Okkoto, something's wrong.",uncertain,0.4032,Trauma,0.6267,4
We have to keep moving.,uncertain,0.386,Personal Growth,0.8462,5
Something's out there.,neutral,0.6407,Resilience,0.1609,3
What?,uncertain,0.396,Family,0.3908,1
"With so much blood in the air, I can't smell it.",uncertain,0.3419,Trauma,0.66,11
I should have known it was you!,uncertain,0.2989,Family,0.9217,7
You did this!,uncertain,0.4219,Family,0.8057,3
"Because of you, the forest will die!",very positive,0.6317,Trauma,0.6896,7
You're wrong!,uncertain,0.411,Personal Growth,0.4809,2
We've all been fighting to save it!,very positive,0.5,Family,0.9484,7
This is the thanks you give us?,uncertain,0.33,Family,0.3952,7
You bring bad things!,very negative,0.5442,Trauma,0.6119,4
"Bad things coming, neither human nor animal.",neutral,0.7052,Trauma,0.3563,7
"What do you mean, ""neither human nor animal""?",neutral,0.7327,Personal Growth,0.0104,8
They're coming!,very positive,0.6109,Family,0.9468,2
It's the end for us!,very positive,0.6008,Family,0.5885,5
They're warriors.,uncertain,0.4203,Resilience,0.198,2
They've come back.,uncertain,0.3687,Resilience,0.9805,3
My warriors!,very positive,0.6928,Family,0.6277,2
They have come back to me from the land of the dead.,uncertain,0.437,Family,0.8526,12
"Forward, my warriors!",uncertain,0.4166,Personal Growth,0.8562,3
Forward to the pool of the Forest Spirit!,uncertain,0.3839,Personal Growth,0.4006,8
"No, Lord Okkoto!",very negative,0.5325,Grief,0.6008,3
Your warriors haven't come back to you.,uncertain,0.4422,Trauma,0.7319,7
Those are humans wearing the skins of your warriors to hide their scent!,uncertain,0.3696,Trauma,0.6852,13
It's a trick!,uncertain,0.4186,Family,0.3987,3
It's just a human trick to get us to lead them to the Forest Spirit!,very positive,0.6076,Family,0.0237,15
"Come out, Forest Spirit!",very positive,0.6473,Personal Growth,0.2394,4
"If you are truly master here, give my warriors the power to slay the humans and be victorious!",very positive,0.6919,Identity,0.5248,18
"Stop, Lord Okkoto, please!",very positive,0.561,Trauma,0.6872,4
You've got to listen!,very positive,0.4985,Family,0.7991,4
"San, they're all around us.",uncertain,0.3844,Family,0.7464,5
Okkoto's done for.,neutral,0.5051,Trauma,0.5144,3
Leave him!,uncertain,0.3954,Trauma,0.8073,2
No!,very negative,0.5534,Family,0.9037,1
I won't let him turn into a demon like Nago did!,uncertain,0.4422,Trauma,0.7031,11
Tell mother that the humans are setting a trap for the Forest Spirit.,uncertain,0.3664,Family,0.9256,13
She'll know what to do.,neutral,0.5443,Family,0.9233,5
"You'll have to hurry, or it could mean the end of all of us!",uncertain,0.3383,Family,0.91,14
Go on now.,uncertain,0.3217,Personal Growth,0.7635,3
Stay back or you die!,very positive,0.5077,Trauma,0.4788,5
And then this whole forest will see just what you are!,very positive,0.5604,Identity,0.7276,11
Ashitaka?,uncertain,0.2697,Personal Growth,0.2608,1
Get back!,uncertain,0.4369,Trauma,0.7007,2
I burn!,uncertain,0.4046,Trauma,0.8263,2
There are flames growing inside of me.,uncertain,0.3359,Personal Growth,0.9524,7
You must fight it!,very positive,0.6787,Trauma,0.4703,4
Don't let yourself become a demon!,very negative,0.4908,Trauma,0.2747,6
Lord Okkoto!,very positive,0.6252,Personal Growth,0.3028,2
What is it?,neutral,0.4969,Personal Growth,0.1153,3
Is it San?,uncertain,0.3395,Personal Growth,0.2118,3
She's in danger.,uncertain,0.4113,Trauma,0.9254,3
Let's go.,uncertain,0.4351,Family,0.8754,2
I'm on fire.,very positive,0.5538,Personal Growth,0.9635,3
No!,very negative,0.5534,Family,0.9037,1
I don't want to become a demon!,very negative,0.5175,Personal Growth,0.2503,7
"Please stop, Okkoto!",uncertain,0.2839,Trauma,0.7534,3
You're too slow!,negative,0.6108,Personal Growth,0.6594,3
Get on!,very positive,0.4677,Personal Growth,0.8242,2
A wolf!,very positive,0.6246,Trauma,0.4523,2
Eboshi!,very negative,0.6929,Personal Growth,0.3579,1
You keep going!,uncertain,0.388,Personal Growth,0.9602,3
Eboshi!,very negative,0.6929,Personal Growth,0.3579,1
I have something to say!,uncertain,0.4225,Personal Growth,0.7036,5
Hold your fire!,very positive,0.6285,Family,0.8042,3
What is it you want?,neutral,0.5282,Personal Growth,0.3542,5
Lord Asano's samurai have attacked Irontown!,very positive,0.6006,Trauma,0.0918,6
The women are outnumbered!,uncertain,0.3098,Trauma,0.6645,4
They can't hold them off for long!,uncertain,0.2837,Family,0.8533,7
Forget about the Forest Spirit!,very positive,0.5205,Personal Growth,0.0041,5
"Your men are already heading back, but they need you to lead them!",uncertain,0.3114,Family,0.6757,13
What proof is there this isn't a lie?,neutral,0.4739,Family,0.5004,8
Lie?,neutral,0.4702,Family,0.1596,1
Don't be ridiculous!,uncertain,0.3807,Family,0.4275,3
What reason do I have to lie?,neutral,0.5146,Family,0.1686,7
So we don't kill the forest gods.,very negative,0.5664,Resilience,0.729,7
Now you want us to kill samurai instead.,very negative,0.4531,Trauma,0.5944,8
No!,very negative,0.5534,Family,0.9037,1
What I want is for the humans and the forest to live in peace!,very positive,0.5637,Empathy,0.3601,14
Just whose side is he on anyway?,uncertain,0.4081,Identity,0.3417,7
Shouldn't we go back?,uncertain,0.3723,Family,0.5737,4
The women are on their own now.,uncertain,0.3204,Personal Growth,0.85,7
They can take care of themselves.,uncertain,0.3266,Personal Growth,0.8481,6
There's the pool.,neutral,0.5229,Resilience,0.037,3
The creature must be somewhere nearby.,uncertain,0.4317,Resilience,0.5222,6
